Artist,Tracks,Plays,Time
Vitalis Eirich,Hazulu,11,17.233
Aerosmith,Dream On,10,44.5
Alexander Brandon,Liberty Island,10,59.333
"Asuka Ohta, Ryo Nagamatsu",Main Menu,10,11.833
Blue Öyster Cult,Godzilla,10,36.833
Boston,More Than a Feeling,10,47.5
CoLD SToRAGE,Kinkong,10,44.833
Gorillaz,Dirty Harry,10,37.167
Hans Zimmer,I'm Going Home,10,58.0
Hans Zimmer,Stay,10,68.667
Howard Shore,Concerning Hobbits,10,29.167
Michael McCann,Battle for the Future,10,38.667
Mick Gordon,Alex Theme,10,20.167
Moby,Extreme Ways,10,39.5
Nazareth,Love Hurts,10,38.833
Robert Prince,Dark Halls,10,46.333
Scorpions,Big City Nights,10,41.5
Stephen Rippy,Quest for Bread,10,11.0
The Doors,Riders on the Storm,10,72.5
Van Halen,Ain't Talkin Bout Love,10,37.833
Van Halen,Dance the Night Away,10,31.333
&quot;Weird Al&quot; Yankovic,I Can't Watch This,9,31.65
&quot;Weird Al&quot; Yankovic,I Love Rocky Road,9,23.4
&quot;Weird Al&quot; Yankovic,Theme from Rocky XIII (the Rye or the Kaiser),9,32.4
Aperture Science Psychoacoustics Laboratory,(defun botsbuildbots () (botsbuildbots)),9,37.05
Billy Squier,Lonely Is The Night,9,42.15
CoLD SToRAGE,Tentative,9,49.35
CoLD SToRAGE,Wipeout Intro,9,10.35
Guns N' Roses,November Rain,9,80.4
Hans Zimmer,Blood on My Hands,9,19.8
Howard Shore,The Bridge of Khazad-Dûm,9,53.55
Led Zeppelin,When the Levee Breaks,9,64.2
Lynyrd Skynyrd,Free Bird,9,82.05
Metallica,Battery,9,46.8
Metallica,Nothing Else Matters,9,58.2
Metallica,Ride the Lightning,9,59.4
Metallica,The Unforgiven,9,58.05
Metallica,Welcome Home (Sanitarium),9,58.05
Michael McCann,Martial Law,9,28.35
Nirvana,Lithium,9,38.55
Raphael Colantonio,Semi Sacred Geometry,9,19.5
Robert Prince,Deep Into The Code,9,19.35
Rush,2112: I. Overture / II. The Temples of Syrinx / III. Discovery / IV. Presentation / V. Oracle: the Dream / VI. Soliloquy / VII. Grand Finale,9,185.55
The Jimi Hendrix Experience,Purple Haze,9,24.6
The Smashing Pumpkins,The Beginning Is the End Is the Beginning,9,45.0
The Who,Underture,9,90.6
Van Halen,Panama,9,31.5
&quot;Weird Al&quot; Yankovic,Germs,8,37.067
&quot;Weird Al&quot; Yankovic,White &amp; Nerdy,8,22.667
AC/DC,Dirty Deeds Done Dirt Cheap,8,30.933
Aerosmith,Rag Doll,8,35.467
Aerosmith,Sweet Emotion,8,36.533
Alice in Chains,Rooster,8,49.867
Aperture Science Psychoacoustics Laboratory,Concentration Enhancing Menu Initialiser,8,18.133
"Asuka Ohta, Ryo Nagamatsu",Title,8,9.467
Bill Kiley,Sneaky Driver,8,37.2
Bon Jovi,Wanted Dead or Alive,8,41.333
CoLD SToRAGE,Kinkong - Mix 2,8,36.133
Dire Straits,Telegraph Road,8,114.133
Dire Straits,The Man’s Too Strong,8,37.333
Eagles,Hotel California,8,52.4
Ennio Morricone,"The Good, the Bad and the Ugly",8,21.6
Foreigner,Hot Blooded,8,35.733
Hans Zimmer,And I Thought My Jokes Were Bad,8,19.333
Hans Zimmer,Dreaming of the Crash,8,31.333
Hans Zimmer,I'm Not a Hero,8,51.467
Hans Zimmer,No Time For Caution,8,32.8
Hans Zimmer,The Shadows Betray You,8,42.667
Junkie XL,Blood Bag,8,29.2
Junkie XL,Brothers In Arms,8,46.933
Metallica,Fade to Black,8,55.6
Metallica,Welcome Home,8,51.6
Michael Jackson,Beat It,8,34.4
Michael McCann,The Machine God,8,32.8
Michael McCann,The Orchid,8,34.0
Moby,We Are All Made of Stars,8,36.4
Nirvana,Smells Like Teen Spirit,8,40.133
Ozzy Osbourne,Shot in the Dark,8,34.133
Pink Floyd,Goodbye Blue Sky,8,22.267
Pink Floyd,The Thin Ice,8,19.467
Rush,Something for Nothing,8,31.867
The Rolling Stones,Paint It Black,8,26.933
The Smashing Pumpkins,Disarm,8,26.267
永田権太,Underground (Yoshi),8,17.333
&quot;Weird Al&quot; Yankovic,Eat It,7,23.45
AC/DC,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),7,35.233
Alice in Chains,Man in the Box,7,33.133
Aperture Science Psychoacoustics Laboratory,Procedural Jiggle Bone,7,31.967
Aperture Science Psychoacoustics Laboratory,Robot Waiting Room #1,7,15.633
Beastie Boys,Sure Shot,7,23.217
Bryan Adams,Summer of '69,7,25.2
CoLD SToRAGE,Cairodrome,7,36.4
CoLD SToRAGE,Plasticity,7,27.183
Dio,Holy Diver,7,32.667
Hans Zimmer,A Little Push,7,18.2
Hans Zimmer,Agent of Chaos,7,47.833
Hans Zimmer,Fear Will Find You,7,21.933
Hans Zimmer,Introduce a Little Anarchy,7,25.433
Keiki Kobayashi,Zero,7,36.633
Ludwig Goransson,Speederbikes,7,9.45
Marco Beltrami and Buck Sanders,Le Mans 66,7,39.9
Martin O'Donnell &amp; Michael Salvatori,Halo Theme Mjolnir Mix,7,30.567
Matt Piersall,Into the Tunnels,7,12.367
Metallica,"Damage, Inc.",7,38.733
Michael McCann,Palisade Bank,7,33.6
Moby,Porcelain,7,28.117
Navie D,Sambafellas,7,8.983
Pink Floyd,Stop,7,3.5
Pink Floyd,Young Lust,7,24.383
Robert Prince,Demons on the Prey,7,18.783
Robert Prince,Donna to the Rescue,7,14.467
The Police,Murder By Numbers,7,32.2
The Smashing Pumpkins,Soma,7,46.667
&quot;Weird Al&quot; Yankovic,Callin 'In Sick,6,22.0
&quot;Weird Al&quot; Yankovic,Couch Potato,6,26.1
&quot;Weird Al&quot; Yankovic,Smells Like Nirvana,6,22.5
AC/DC,Shoot to Thrill,6,31.7
Beastie Boys,Brass Monkey,6,15.7
Beastie Boys,Fight for Your Right,6,20.7
Bon Jovi,Livin' on a Prayer,6,25.1
Boston,Foreplay / Long Time,6,46.7
CoLD SToRAGE,Canada,6,37.4
CoLD SToRAGE,DOH-T,6,31.3
CoLD SToRAGE,Messij Received,6,25.5
Gorillaz,DARE,6,24.4
Gorillaz,Don't Get Lost in Heaven,6,12.0
Gorillaz,Kids With Guns,6,22.5
Gorillaz,Rhinestone Eyes,6,20.0
Green Day,American Idiot,6,17.4
Hans Zimmer,A Storm Is Coming,6,3.6
Junkie XL,Chapter Doof,6,40.9
Michael McCann,Breaching the Veil,6,26.8
Michael McCann,Dark Days,6,26.9
Mötley Crüe,Kickstart My Heart,6,28.2
Nine Inch Nails,Head Like a Hole,6,30.0
Ozzy Osbourne,Crazy Train,6,29.6
Ozzy Osbourne,No More Tears,6,44.3
Pink Floyd,Goodbye Cruel World,6,7.3
R.E.M.,It's the End of the World as We Know It (and I Feel Fine),6,24.5
Rage Against the Machine,Calm Like a Bomb,6,29.8
Robert Prince,Intermission From Doom,6,20.3
Samuel Barber,Adagio For Strings,6,35.2
Soundgarden,Black Hole Sun,6,32.0
Styx,Come Sail Away,6,36.7
ZZ Top,Cheap Sunglasses,6,28.6
Aperture Science Psychoacoustics Laboratory,The Future Starts With You,5,16.75
Bryan Adams,Cloud Number Nine,5,18.75
C418,Minecraft,5,21.167
C418,Sweden,5,17.917
Camel,Pressure Points (Instrumental),5,11.0
Code:Manta,DFCK,5,23.417
Don McLean,American Pie,5,42.75
Hans Zimmer,On Thin Ice,5,14.5
John Williams,Duel of the Fates,5,21.167
Keiki Kobayashi,Space Elevator,5,18.5
Ludwig Goransson,Night Riders,5,17.417
Martin O'Donnell &amp; Michael Salvatori,Impart,5,12.167
Metallica,Fight Fire With Fire,5,23.667
Metallica,Master of Puppets,5,42.917
Michael Jackson,Thriller,5,29.75
Michael McCann,DR. Koller,5,18.167
Michael McCann,Main Menu,5,9.167
Mick Gordon,No Gravity,5,12.167
Nirvana,Come as You Are,5,18.167
Pink Floyd,Don't Leave Me Now,5,21.25
Pink Floyd,Empty Spaces,5,10.583
Pink Floyd,Is There Anybody Out There?,5,13.417
Pink Floyd,Nobody Home,5,16.917
Propellerheads,Spybreak!,5,20.333
Rage Against the Machine,Freedom,5,30.5
Raphael Colantonio,Mind Game,5,16.833
Robert Prince,Mouth For War,5,8.917
Robert Prince,The Imp's Song,5,12.667
The Scorpions,No One Like You,5,19.75
Vitalis Eirich/Stephen Rippy,Quest for Bacon,5,5.75
Vitalis Eirich/Stephen Rippy,Quest for Eggs,5,6.083
Yes,Long Distance Runaround,5,17.5
&quot;Weird Al&quot; Yankovic,I'll Sue Ya,4,15.333
&quot;Weird Al&quot; Yankovic,King Of Suede,4,17.0
Aperture Science Psychoacoustics Laboratory,Still Alive,4,11.733
Camel,Aristillus,4,7.667
Camel,Spirit of the Water,4,4.933
Christopher Larkin,Enter Hallownest,4,5.933
CoLD SToRAGE,Body in Motion,4,20.933
CoLD SToRAGE,Body Plus - &quot;Body in Motion&quot; Remix,4,37.133
CoLD SToRAGE,God's Gift,4,18.8
CoLD SToRAGE,Messij Extended,4,37.2
"David Rippy, Stephen Rippy",Drizzle (Firelight Smoove Mix),4,10.6
Gorillaz,Fire Coming Out of the Monkey's Head,4,13.067
Green Day,When I Come Around,4,11.8
Jethro Tull,"Thick as a Brick, Part II",4,84.2
John Williams,Anakin vs. Obi-Wan,4,15.733
John Williams,Cantina Band,4,10.933
Keiki Kobayashi,Rescue,4,15.067
Ludwig Goransson,Back for Beskar,4,9.667
Ludwig Goransson,The Mandalorian,4,13.2
Ludwig Göransson,The Mandalorian,4,13.2
Ludwig Göransson,To the Jawas,4,6.333
Metallica,Orion,4,33.8
Metrik,Bring It Like That,4,15.533
Micheal Giaccino,Star Trek Main Theme,4,13.667
Mick Gordon,December and January,4,10.733
Mick Gordon,The DOOM Hunter,4,20.533
Mick Gordon,The Experiment,4,6.4
Mick Gordon,You Can't Just Shoot A Hole Into The Surface Of Mars,4,6.8
Nirvana,All Apologies,4,15.733
Pink Floyd,One of My Turns,4,14.4
Pink Floyd,The Show Must Go On,4,6.4
Robert Prince,Sinister,4,12.6
Steve Miller Band,The Joker,4,17.6
The White Stripes,Conquest,4,11.2
Vitalis Eirich/Stephen Rippy,Quest for Bread,4,4.4
Whitesnake,Here I Go Again,4,18.333
&quot;Weird Al&quot; Yankovic,Velvet Elvis,3,13.5
Aerosmith,Back in the Saddle,3,14.0
Aperture Science Psychoacoustics Laboratory,Forwarding the Cause of Science,3,11.0
Camel,After Words (Instrumental),3,6.15
Camel,Earthrise,3,20.05
Camel,Long Goodbyes,3,15.7
CoLD SToRAGE,BONUS TRACK : Power Soccer '97,3,14.55
CoLD SToRAGE,BONUS TRACK : Sensible Soccer Main Menu,3,8.85
CoLD SToRAGE,Tenation,3,7.95
CoLD SToRAGE,Xenon,3,1.75
Genesis,Watcher of the Skies,3,22.1
Green Day,Brain Stew,3,9.6
Green Day,Welcome to Paradise,3,11.2
Hans Zimmer,Dream of Arrakis,3,9.4
Home,If I'm Wrong,3,8.75
Home,Overflow,3,16.1
Ian Livingstone &amp; Phonat,Main Menu Theme 5,3,8.4
King Crimson,Elephant Talk,3,14.1
Logic,No Pressure,3,8.7
Ludwig Goransson,Brown Eyes,3,8.55
Ludwig Goransson,Hey Mando!,3,6.65
Ludwig Goransson,Nurse and Protect,3,11.95
Ludwig Goransson,Nurse Droid,3,3.4
Ludwig Goransson,To the Jawas,3,4.75
Michael McCann,Detroit Marketplace,3,8.45
Michael McCann,Harvesters,3,8.85
Michael McCann,Hung Hua Brothel (Extended),3,9.85
Michael McCann,LIMB Clinic,3,5.2
Michael McCann,Return to Hengsha,3,8.15
Mick Gordon,Blood Sacrifice,3,10.75
Mick Gordon,Human Elements,3,3.95
Mick Gordon,Paradise Lost,3,11.35
Mick Gordon,Phobos Space,3,16.95
Mitsuhiro Kitadani,Main Menu,3,8.65
nounverber,V A P E,3,12.45
Pink Floyd,Bring the Boys Back Home,3,4.35
Pink Floyd,Mother,3,16.7
Pink Floyd,Outside the Wall,3,5.2
Pink Floyd,Vera,3,4.65
Rage Against the Machine,Renegades of Funk,3,13.7
Robert Prince,Sign Of Evil,3,8.3
Robert Prince,Waltz Of The Demons,3,6.1
Stephen Rippy,Pudding Pie,3,10.5
The Jimi Hendrix Experience,Voodoo Child (Slight Return),3,15.55
The Offspring,Pretty Fly (For a White Guy),3,9.45
The Smashing Pumpkins,Mayonaise,3,17.45
Yes,The Fish (Schindleria Praematurus),3,8.15
Alexander Brandon,Alien Influence (Area 51),2,7.667
Alexander Brandon,Assault At Oceanlab (Oceanlab Combat),2,7.0
Alexander Brandon,Beneath the Waves (Oceanlab),2,4.5
Alexander Brandon,Hong Kong Canal (Desolation),2,4.833
Aperture Science Psychoacoustics Laboratory,Subject Name Here,2,3.467
Aperture Science Psychoacoustics Laboratory,You're Not a Good Person,2,2.8
Ben Crossbones,Stranded,2,7.433
C418,Subwoofer Lullaby,2,6.933
C418,Ward,2,8.333
Camel,Missing (Instrumental),2,8.8
Camel,Vopos,2,11.133
Christopher Tin,Baba Yetu,2,7.133
CoLD SToRAGE,BONUS TRACK : Scratch Pad 1,2,18.367
CoLD SToRAGE,BONUS TRACK : Sensible Soccer Credits,2,7.367
CoLD SToRAGE,Cardinal Dancer,2,10.633
CoLD SToRAGE,Cold Comfort,2,10.067
CoLD SToRAGE,Surgeon,2,8.133
CoLD SToRAGE,Trancevaal,2,10.333
Dire Straits,The Man's Too Strong,2,9.333
Gorillaz,Demon Days,2,8.933
Green Day,Basket Case,2,6.067
Hans Zimmer,Always A Catch,2,3.233
Hans Zimmer,Bene Gesserit,2,7.8
Hans Zimmer,I Am The Batman,2,3.8
Home,13,2,2.4
Home,4,2,2.7
Home,Before The Night,2,7.767
Home,Climbing Out,2,6.033
Home,Dusk,2,7.5
Home,Flood,2,7.2
Home,Hold,2,6.9
Home,Hold Your Breath,2,3.567
Home,I See You,2,5.433
Home,Intro,2,6.3
Home,Night Swim,2,6.733
Home,Nights (I Wish I Could Be There),2,6.167
Home,Nosebleed,2,7.8
Home,Puzzle,2,5.867
Home,Pyxis,2,7.233
Home,Sun,2,5.2
Home,This Will Pass,2,6.7
Home,Tides,2,7.9
Jack Wall &amp; Sam Hulick,Mass Effect Theme,2,4.633
Jesper Kyd,47 Attacks,2,4.467
Jesper Kyd,Action in Paris,2,6.267
Joan Jett and the Blackhearts,I Love Rock 'n' Roll,2,5.833
Junkie XL,Storm Is Coming,2,12.533
Keiki Kobayashi,Charge Assault,2,6.3
King Gizzard &amp; The Lizard Wizard,Crumbling Castle,2,21.467
Logic,Hit My Line,2,8.833
Ludwig Goransson,A Warrior's Death,2,6.233
Ludwig Goransson,Blurg Attack,2,2.833
Ludwig Goransson,Mando Flies,2,4.133
Ludwig Goransson,Mando's Back,2,14.5
Ludwig Goransson,The Baby,2,6.667
Ludwig Goransson,Troopers,2,5.1
Ludwig Göransson,Back for Beskar,2,4.833
Ludwig Göransson,Mando Flies,2,4.133
Ludwig Göransson,Nurse and Protect,2,7.967
Michael McCann,Entering TYM,2,3.2
Michael McCann,Everybody Lies,2,9.333
Michael McCann,Lower Hengsha Ambient (Part 1),2,4.7
Michael McCann,The Hive,2,7.867
Mick Gordon,Barging In,2,5.3
Mick Gordon,Blood Harvesting,2,7.2
Mick Gordon,Gladiator Boss,2,9.767
Mick Gordon,Infiltrate The Cult,2,9.733
Mick Gordon,Maykr Drones,2,7.867
Mick Gordon,Meathook,2,12.2
Mick Gordon,Metal Hell,2,12.233
Mick Gordon,The Phantoms,2,6.3
Mick Gordon,The Truth Will Set You Free,2,2.733
Mick Gordon,Typhon Voices,2,3.767
Navie D,Slinky,2,6.567
Navie D,Squeeez,2,4.7
New Order,Temptation,2,13.967
Pink Floyd,In the Flesh,2,8.5
Pink Floyd,The Trial,2,10.6
Pink Floyd,Waiting for the Worms,2,7.9
Rage Against the Machine,Fistful of Steel,2,11.033
Rage Against the Machine,People of the Sun,2,5.0
Ram Jam,Black Betty,2,7.9
Robert Prince,Kitchen Ace (And Taking Names),2,5.9
Robert Prince,Suspense,2,5.867
Rush,Cygnus X-1 (Book One - The Voyage),2,20.7
Rush,Lessons,2,7.733
Stephen Rippy,Rich Corinthian Leather,2,2.633
Stephen Rippy,Uluzah,2,2.033
The Offspring,The Kids Aren't Alright,2,6.0
Todd Masten,Age of Empires II Main Theme,2,3.567
Todd Masten,Drizzle,2,8.4
Todd Masten,Machina del Diablo,2,8.5
Todd Masten,Maps of the World,2,3.933
Todd Masten,Ready for Battle,2,5.333
Todd Masten,T Station,2,8.167
Tool,Rosetta Stoned,2,22.367
Vangelis,Tears in Rain,2,6.067
Whitesnake,Still of the Night,2,13.3
Zack Bower,Operation Monkey (HD Edition Mix),2,6.5
Zack Bower,Shamburger (HD Edition Mix),2,6.567
Aerosmith,Same Old Song and Dance,1,3.883
Aerosmith,Walk This Way,1,3.667
Alexander Brandon,Credits (The Illuminati),1,2.65
Alexander Brandon,Helios Ending,1,1.317
Alexander Brandon,Hong Kong Club 2,1,1.467
Alexander Brandon,OceanLab 2,1,3.55
Alexander Brandon,Vandenberg,1,3.15
Aperture Science Psychoacoustics Laboratory,I Saw a Deer Today,1,3.217
Aperture Science Psychoacoustics Laboratory,Still Alive (J.C. Mix),1,2.933
Aperture Science Psychoacoustics Laboratory,The Reunion,1,3.75
Aperture Science Psychoacoustics Laboratory,Your Precious Moon,1,1.917
Bill Kiley,Tied Up The Moment,1,2.833
Brad Fiedel,Terminator Gets Guns/Search for Sarah,1,1.217
Camel,Stationary Traveller (Instrumental),1,5.6
Chamillionaire,Ridin',1,5.05
Christopher Larkin,Dream,1,2.017
Christopher Larkin,Resting Grounds,1,2.2
Christopher Larkin,Soul Sanctum,1,4.5
CoLD SToRAGE,BONUS TRACK : Foeter,1,4.167
Derek and the Dominos,Layla,1,7.1
Eddie Money,Baby Hold On,1,3.517
Eminem,Lose Yourself,1,5.333
Gorillaz,All Alone,1,3.5
Gorillaz,Intro,1,1.05
Gorillaz,Last Living Souls,1,3.167
Hans Zimmer,A Dark Knight,1,16.167
Hans Zimmer,Blood for Blood,1,2.483
Hans Zimmer,Born In Darkness,1,1.933
Hans Zimmer,Burning Palms,1,4.067
Hans Zimmer,Gom Jabbar,1,2.0
Hans Zimmer,Harvey Two-Face,1,6.233
Hans Zimmer,Herald of the Change,1,5.017
Hans Zimmer,Holy War,1,4.333
Hans Zimmer,Leaving Caladan,1,1.917
Hans Zimmer,Rain,1,2.433
Hans Zimmer,Sanctuary,1,1.833
Hans Zimmer,Stranded,1,0.967
Hans Zimmer,The Fall,1,2.533
Hans Zimmer,The One,1,2.5
Hans Zimmer,Underground Army,1,3.183
Hans Zimmer,Watch the World Burn,1,3.75
Henry Mancini,Pink Panther Theme,1,2.683
Home,20,1,1.533
Home,22,1,1.417
Home,24,1,1.55
Home,25,1,0.9
Home,26,1,0.967
Home,29,1,1.617
Home,5,1,1.283
Home,6,1,1.367
Home,9,1,2.917
Home,Odyssey,1,6.15
Home,Oracle,1,1.333
Home,Sleep,1,4.567
Howard Shore,Cirith Ungol,1,1.733
Howard Shore,The Riders of Rohan,1,4.083
Ian Livingstone &amp; Phonat,Endurance Intro,1,0.883
Ian Livingstone &amp; Phonat,Loading Theme 5,1,0.717
Ian Livingstone &amp; Phonat,Main Menu Theme 2,1,3.3
Ian Livingstone &amp; Phonat,Main Menu Theme 3,1,2.367
Jack Wall,Criminal Elements,1,1.883
Jack Wall,Liara's World,1,2.583
Jack Wall,Saren,1,1.983
Jack Wall,The Presidium,1,1.517
Jack Wall,The Wards,1,3.217
Jack Wall,Vigil,1,1.7
Jesper Kyd,Trouble in Vegas,1,3.583
Jesse Harlin,Vode An (Brothers All),1,1.967
John Williams,The Imperial March (Darth Vader's Theme),1,2.983
Journey,Any Way You Want It,1,3.367
Justin Stander,A Tense Moment,1,0.583
Keiki Kobayashi,Fort Grays Air Base Hangar,1,1.433
Kevin McMullan,"Last Name Crane, Ichabod",1,3.2
Logic,GP4,1,4.567
Ludowic,Prison Air 2,1,2.367
Ludvig Forssell,Forward Operating Base,1,1.967
Ludwig Goransson,A Friend,1,3.867
Ludwig Goransson,Bounty Droid,1,3.033
Ludwig Goransson,Invaders on Their Land,1,2.8
Ludwig Goransson,Raiders,1,1.333
Ludwig Goransson,The Ewebb,1,4.1
Ludwig Goransson,The Mudhorn,1,3.0
Ludwig Goransson,What Remains in the Tunnels,1,3.167
Ludwig Göransson,What Remains in the Tunnels,1,3.167
Martin O'Donnell &amp; Michael Salvatori,Choreographic,1,1.733
Martin O'Donnell &amp; Michael Salvatori,Halo Theme Gungnir Mix (feat. Steve Vai),1,4.25
Martin O'Donnell &amp; Michael Salvatori,Still Moving,1,2.017
Martin O'Donnell &amp; Michael Salvatori,Strung,1,1.8
Martin O'Donnell &amp; Michael Salvatori,Tribute,1,2.867
Martin O'Donnell &amp; Michael Salvatori,Walking Away,1,1.883
Martin O'Donnell &amp; Michael Salvatori,Xenoarchaeology,1,1.767
Michael Jackson,Bad,1,4.117
Michael McCann,Jewel of the Orient,1,1.05
Michael McCann,Kinshasa: Fight Theme [360],1,4.367
Mick Gordon,Acquiring The BFG,1,3.8
Mick Gordon,Asteroids And Rockets,1,5.917
Mick Gordon,Command and Control,1,5.1
Mick Gordon,Mars Core,1,4.95
Mick Gordon,Neuromods,1,1.367
Mick Gordon,Phobos Base,1,3.517
Mick Gordon,The Baron Of Hell,1,3.533
Mick Gordon,The Icon of Sin,1,5.6
Mick Gordon,The Khan Maykr,1,7.683
Navie D,Cave Crawl,1,3.467
Navie D,DSM-V,1,2.367
Navie D,Junkyard King,1,3.783
Navie D,Pulse,1,3.133
Navie D,Requium for Rose,1,5.767
Navie D,Stop and Watch,1,2.85
Noisecream,Discrete,1,2.617
Pink Floyd,Cluster One,1,5.917
Rage Against the Machine,Sleep Now in the Fire,1,3.417
Rage Against the Machine,Township Rebellion,1,5.4
Richard Jacques/Jack Wall &amp; Sam Hulick,Spectre Induction,1,1.867
Richard Jacques/Jack Wall &amp; Sam Hulick,The Citadel,1,1.7
Rush,Xanadu,1,11.067
Sam Hulick,A Very Dangerous Place,1,2.633
Sam Hulick,Battle At Eden Prime,1,1.35
Sam Hulick,The Normandy,1,1.533
Stephen Rippy,Across the Ocean Sea,1,0.917
Stephen Rippy,Noddinagushpa (Main Title),1,1.2
Stephen Rippy,Take His Toes,1,0.7
Stone Temple Pilots,Plush,1,5.217
Survivor,Eye of the Tiger,1,4.05
The Guess Who,American Woman,1,5.117
The Scorpions,Rock You Like A Hurricane,1,4.25
TheOfficialLobst,Andromeda,1,2.417
TheOfficialLobst,Moon Pool,1,2.467
Todd Masten,Bass Bag,1,4.0
Todd Masten,Carne y Helado,1,1.35
Todd Masten,Flesh and Ice Cream,1,1.05
Todd Masten,I Will Beat on Your Behind,1,4.117
Todd Masten,Neep Ninny Bod,1,4.2
Todd Masten,Ride Lawrence Ride,1,4.317
Todd Masten,Shamburger,1,4.7
Todd Masten,Shookies in the Bank,1,4.083
Todd Masten,The Monkey Book,1,4.3
Toto,Main Title,1,1.333
Toto,Paul Meets Chani,1,3.1
Toto,Prologue,1,1.85
Yes,Cans and Brahms,1,1.717
Yes,We Have Heaven,1,1.65
Zack Bower,Bass Bag (HD Edition Mix),1,3.25
Zack Bower,Drizzle (HD Edition Mix),1,2.75
Zack Bower,"Ride, Lawrence, Ride! (HD Edition Mix)",1,2.9
Zack Bower,Tazer (HD Edition Mix),1,3.017
